Country,Company Name,Website,Email,,Main Product
United States of America,"Versatility Professional Tool Storage, LLC",https://www.professionaltoolstorage.com,,,"Made in America, Versatility® Cabinets offer the ultimate value in professional tool storage by combining 50 years of manufacturing experience with innovative engineering. The Versatility Product Line includes specialty cabinets for the storage and o"
Ann Arbor MI 48103,"Viper Carbide & Metals, Inc",https://www.vipercarbide.com,purchaser@vipercarbide.com,,"Viper Carbide provides an array of tungsten carbide and other minor metal products that can be used in the aerospace, metalworking, automotive, petroleum, medical, woodworking, and many other industries. We are working hard to be the go-to carbide su"
United States of America,Vortex Tool Co. Inc.,https://www.vortextool.com,info@vortextool.com,,"For more than 30 years, Vortex Tool Company has built a reputation as an innovator, manufacturing high performance tools in the industries. From its facility in Schofield, Wisconsin, Vortex produces tools with cutting edges in various grades of carbi"
United States of America,Weldsale Company,https://www.weldsale.com,sales@weldsale.com,,"Welding Tables that are strong, simple, and super easy to use. Increase your ease!"
United States of America,Wen Technology Inc.,https://www.wentechnology.com,info@wentechnology.com,,"WENmagnetics manufactures electro-permanent magnetic chucks and lifters in North Carolina.  As a US producer, WEN is uniquely capable of supporting American manufacturers with optimized solutions / local service support and is noted for fail-safe mag"
United States of America,West End Tool & Die,https://westendtool.com/,,,"West End Tool & Die offers a comprehensive solution for all of your metal stamping and fabrication needs. We have an array of machines and services available to ensure that your projects are completed efficiently, from beginning to end. We manufactur"
United States of America,"Whitney Tool Company, Inc.",https://www.whitneytool.com,,,"Whitney Tool is a leading manufacturer of special and standard milling cutters, drill and tap extensions, and deburring tools.  Whitney specializes in engineered and build to print cutting tools for difficult to machine operations; our lines of preci"
China,"WINTEND (CHANGZHOU) PRECISION CUTTING TECHNOLOGY CO., LTD.",https://www.wintend.com.cn,,,
United States of America,WTO Inc,https://www.wto-tools.com,info@wto.de,,"WTO is the world leader in the design and manufacture of static and driven toolholders for Turning Centers. Our products are in use worldwide, wherever precision parts are manufactured with high productivity. In the US we operate with a factory owned"
United States of America,YG-1 Tool Co.,https://www.yg1usa.com,techsupport@yg1usa.com,,"\""YG-1, a global leader in the cutting tool industry for over four decades, offers unparalleled value with its range of indexable solutions, solid carbide drills, end mills, reamers, and innovative tap solutions. Renowned for quality and innovation, "
United States of America,"Yukiwa Seiko U.S.A., Inc.",https://www.yukiwa-usa.com,info@yukiwa-usa.com,,"Rotary tables, tool holders, collet chucks, drill chucks, pull studs, chuck keys."
United States of America,"ZCC - USA, Inc.",https://www.zccusa.com,info@zccusa.com,,ZCC USA is strategically located in Ann Arbor MI and manages the supply channel for North America through a large but select group of highly qualified distributors that specialize in the sales and service of carbide cutting tools.
United States of America,ZCC America,https://www.zccamerica.com,info@zccamerica.com,,"ZCC America (founded in 2001), a USA domestic company with the official name of Zhuzhou Cemented Carbide Works USA Inc., A member of ZCC Group (founded in 1954) under Minmetals Group (founded in 1950). Carbide Rods and other Carbide Blanks products p"
United States of America,Zeman Tool & Mfg,https://www.zemantool.com,,,"Zeman’s focus is the customer’s tooling requirements, and our objective is the customer experience."
China,"ZHEJIANG BOESION PT TECH CO., LTD",https://www.boesion.com,info@boesion.com,,
China,ZHEJIANG SANOU MACHINERY LIMITED COMPANY,https://www.sanouchuck.com,sanou@sanouchuck.com,,"Sanou is one of the most professional manufacturer of hydraulic chuck, lathe chuck, drill chuck and machinery accessories from China."
China,ZHEJIANG XINXING TOOLS CO.，LTD,https://www.ch-tools.com,zhm@ch-tools.com,,"Zhejiang Xinxing Tools Co., Ltd. established in 1994, is a manufacturer concentrating on R&D and manufacture of high-performance cutting tools. Drafting unit for Chinese industrial standard of annular cutter. Our products include annular cutter, rail"
United States of America,ZOLLER Inc.,https://www.zoller.info/us,info@zoller.info,,"ZOLLER is the global leader in tool presetting, measuring, inspection, balancing, shrinking, automation and tool management technology. The third-generation, family-owned company has provided state-of-the-art solutions for the complete management of "
Taiwan R.O.C.,"ZONG YIH RUBBER INDUSTRIAL CO., LTD.",https://www.zonrubber.com,zon@zon.com.tw,,"Zong Yih Rubber has 46 years of manufacturing experience and is Asia's leading rubber part manufacturer. We specialize in high-quality rubber and rubber-metal bonded parts, including anti-vibration parts, grommets, bellows, hoses, seals, gaskets, buf"
